Genes,FC_mem_KO_mem WT
Gm6410,0.833333333
Vmn1r4,0.833333333
Ephb3,0.833333333
Pcdh19,0.833333333
Chrm4,0.833333333
P2rx7,0.833333333
Sh3bp4,0.833191489
Arsa,0.833088451
Pigx,0.833010127
Ubap1l,0.833005894
AW046200,0.832869081
Gabbr1,0.832817684
Adat2,0.8328
Ublcp1,0.83277536
Pex11g,0.832635983
Pm20d1,0.832627119
Rabl3,0.832590529
Zdbf2,0.832589286
Plin2,0.832406377
Klf2,0.832396775
Olfr362,0.832369942
Mblac1,0.832214765
Scamp5,0.832167832
Frmd4b,0.832117422
Osgepl1,0.832036316
Nudt14,0.83203125
Tmem120b,0.831983806
Smim14,0.831967213
Dnah11,0.831884058
Eml3,0.831820843
Zfp954,0.831816078
Pmvk,0.831743278
Nipal2,0.831683168
Piezo2,0.831578947
Thsd7b,0.831578947
Fbxo27,0.831506059
Wee1,0.831370702
Unc5d,0.831223629
Bloc1s5,0.831202046
Slc34a3,0.831168831
Nipal1,0.830930537
Col26a1,0.830845771
Cyyr1,0.830747532
Fam222b,0.830569251
Plxdc1,0.830490405
Olfr390,0.830388693
Spata5l1,0.83016158
Mir155hg,0.830125523
Ccdc157,0.830076969
Zfp992,0.830049261
Nfkbid,0.82989863
Trp53rka,0.829888268
Mier2,0.829883173
Ppp1r13b,0.829787234
Gm45568,0.829787234
Rnf145,0.829781628
Cuedc1,0.829573935
Olfr1188,0.829457364
Gm29536,0.829383886
Abhd14b,0.829365079
Atg4a,0.829128154
9830144P21Rik,0.829001368
Nipsnap1,0.828929691
Uaca,0.828787879
Armc10,0.82868162
Olfr166,0.828571429
Phf13,0.82840943
Galk2,0.828406699
Fam110a,0.828405491
Plin4,0.828398792
Olfr410,0.828282828
Gm44737,0.828220859
Fibp,0.828199349
6720489N17Rik,0.828117914
Arsk,0.828097731
Btbd17,0.82808399
Pde2a_1,0.82806304
Eif2b1,0.827995479
Hsph1,0.827919557
Klrb1f,0.827727539
Pdlim7,0.827678291
Med18,0.827612222
Tbcb,0.827600627
Dnttip1,0.827483725
Cd3g,0.827481326
Sox2ot,0.827464789
Gvin1,0.82729151
D17H6S53E,0.827265372
Tbc1d4,0.82721328
Olfr1116,0.827205882
Flt4,0.827160494
Ddb2,0.827144955
Mettl2,0.827118644
Barhl1,0.827102804
Tbc1d16,0.826923077
Zfat,0.8269081
Ampd3,0.826818675
Adgrl1,0.826755152
Rfx1,0.826648582
Gstm1,0.826640271
Spef1,0.826510721
Smim12,0.826402137
Ttc30b,0.82629108
Fam65c,0.826235094
Hes7,0.826086957
Vmn1r202,0.826086957
Shb,0.826043738
Nradd,0.825838509
Fbxo40,0.825832698
Olfr851,0.825726141
Gm15446,0.825618096
Pdk2,0.825609756
Vmn2r1,0.825581395
Mib2,0.825553047
Tmem62,0.825541126
Akr1e1,0.825535768
Mboat4,0.825503356
Rabggta,0.825454545
Ar,0.825417352
Mrpl55,0.825414365
Zfp2,0.825316456
Igf1,0.825272331
Caln1,0.825174825
Ttc38,0.82513777
Zfp341,0.825049702
Btnl2,0.825
Olfr1422-ps1,0.825
Rnf215,0.824980111
Slc9b1,0.824817518
Thsd7a,0.824758842
P4ha3,0.824742268
RP24-409P7.1,0.824742268
Krba1,0.824669096
Tdrd7,0.824616536
Tsta3,0.824487138
Pawr,0.824462061
Rec8,0.824424163
Atp7b,0.824405961
Dnase1l2,0.824133504
Gm16070,0.824034335
Fancg,0.824012782
Mrpl49,0.823995772
3110009E18Rik,0.823979592
Hs6st1,0.823958781
Serhl,0.823877551
Tnfrsf12a,0.823754789
Trim6,0.82369146
Coq4,0.823529412
Ftsj1,0.823351279
Gabra1,0.823333333
Dnajc27,0.823266219
RP23-116C19.1,0.823232323
Plcd4,0.823091248
Mrpl17,0.823080016
Pak4,0.823062843
Nudt16l1,0.822988506
Dchs1,0.822966507
Dennd6b,0.822929172
Igtp,0.822803738
Zscan4-ps3,0.82278481
Ddah2,0.822757112
Sap25,0.822687225
Ralgps1,0.822621641
Socs5,0.822595056
Olfr1441,0.822580645
Mtap,0.822371433
Nit1,0.822340426
Cplx3,0.822222222
RP24-300B21.1,0.822222222
Rmdn1,0.822134387
Sv2a,0.822134387
Sfxn5,0.821963394
Trac,0.821929825
Prokr1,0.821917808
Ptges2,0.821909608
Egr1,0.821908964
Olfr392,0.82183908
Paqr3,0.821787149
Ghr,0.821678322
As3mt,0.82166224
Ubash3a,0.821640583
Lpar2,0.821501014
Arhgap42,0.821428571
Ttc26,0.821428571
Galc,0.821300716
Zfp820,0.821155943
Btg3,0.821126761
Enkd1,0.821100917
Tmem143,0.821052632
Zfp474,0.821052632
Amt,0.821022727
Arap3,0.821021454
9530051G07Rik,0.821011673
Srpk3,0.820908312
Tlr4,0.820745069
Gm10548,0.820615797
4933428M09Rik,0.820512821
Dhrs9,0.820512821
Ngrn,0.820425795
4930558J18Rik,0.82038835
Hpn,0.820256776
Zdhhc24,0.820146819
Arrdc2,0.820092887
Pigo,0.82007458
Arl3,0.820027688
Olfr784,0.819935691
Cdc42ep4,0.819849483
Zfp853,0.81971831
Adam24,0.819672131
A530072M11Rik,0.819672131
Ift57,0.81965812
Casr,0.819607843
Trpm3,0.819607843
Gm11346,0.81958042
1810014B01Rik,0.819444444
Clec4g,0.819444444
Rnf19b,0.819408018
Lncpint,0.819387755
Gmppa,0.819384975
Zfp964,0.819362456
Ldoc1,0.819277108
Grin3a,0.819255223
Wdr4,0.819224806
Zfp418,0.819185645
Gm35842,0.819148936
Zfp454,0.819148936
Ly6i,0.819047619
Ikbke,0.818916437
Itga3,0.818915802
Fbxo6,0.818843355
Klf8,0.818617021
Il27ra,0.818586887
Pisd-ps2,0.818432544
Tmem174,0.818181818
Mccc1os,0.818181818
Fam185a,0.818150918
Trim2,0.817959682
Ccdc163,0.817953321
Papss1,0.817935519
Slc24a2,0.817923186
Il3ra,0.817819149
Ddr2,0.817787419
Gm26660,0.817531306
Usp18,0.817522032
Dgkk,0.817490494
Pros1,0.817327766
Lif,0.817220544
Nelfa,0.817052375
Eya1,0.816999305
Fbln7,0.816993464
Zfp971,0.816948555
RP23-468H22.7,0.816909976
Fam206a,0.816835542
Sgtb,0.81672394
Mmadhc,0.816712835
Acy1,0.816706731
Gm8624,0.816666667
1110008P14Rik,0.816628702
Smarcd3,0.816626976
Acaa1a,0.816593886
Wdr24,0.816585956
RP23-478P10.3,0.816568047
Acyp2,0.816513761
Ppp2r5b,0.81636794
Ect2l,0.816326531
Siglecg,0.81629393
Klhdc3,0.816245007
Gm27048,0.816091954
Pnkd,0.81594906
Col8a2,0.815939279
Polr3gl,0.815876324
Bhlhe40,0.815833121
Sertad1,0.815795378
Slc6a15,0.815789474
B3galt5,0.815510204
Slc25a26,0.815463918
Kcnq5,0.815458015
Tvp23bos,0.815384615
Fam129c,0.815315315
Hdhd3,0.815165877
Cfap61,0.815144766
Ivl,0.81512605
Rbm44,0.81509434
Spint1,0.81509434
Gm10073,0.815068493
Fam89b,0.814910026
Rtn4rl1,0.814870711
4930432E11Rik,0.814840027
Slc25a10,0.814763616
Iffo1,0.814589245
Hs3st2,0.81443299
Mtg1,0.814419795
H2-T-ps,0.814371257
Olfr1357,0.814345992
Olfr739,0.814285714
Oat,0.814119284
Pnma2,0.814102564
Fam71b,0.814070352
Cnrip1,0.814006024
Rab4b,0.813979497
Mrgprh,0.813953488
Ap4s1,0.813815301
Cdc20b,0.813749001
Fbxo31,0.81366344
Polr1e,0.813604454
Junb,0.813399091
Sstr3,0.81300813
Gm14636,0.812975486
Olfr1276,0.81294964
Pak1,0.812876332
Abt1,0.812797681
Nek4,0.812659847
Platr25,0.812563323
Abcb1a,0.812528014
Tmprss4,0.8125
B2m,0.812371995
4930407I10Rik,0.812366738
Crem,0.812293853
Gm4631,0.812154696
Dbhos,0.812154696
Spice1,0.812087216
Vmn2r109,0.811965812
Sdccag3,0.811931868
Tssc1,0.811890473
Sall1,0.811881188
Cxxc5,0.811813021
Med21,0.811787406
P2ry2,0.811688312
9330132A10Rik,0.811594203
Npc1l1,0.811594203
Aplp1,0.811536549
5330411O13Rik,0.811494253
Wdr77,0.811490126
Pglyrp4,0.811320755
Pdgfrb,0.811287478
Zfp607b,0.810964083
Ifrd2,0.810903285
9430060I03Rik,0.810747664
Ntng1,0.810559006
Rhbdf1,0.810457516
Cplx2,0.810289389
Grina,0.810273771
Mfsd4a,0.81025641
E530011L22Rik,0.81023622
Upk1a,0.810218978
Olfr1265,0.810126582
Fsip2,0.810116086
Gm19265,0.81
Zfp773,0.809619238
Rab6b,0.809567281
Fam135b,0.80952381
Slc5a5,0.809160305
Samd5,0.809090909
Als2cl,0.809069212
Nadsyn1,0.809019536
D830032E09Rik,0.808988764
Trpv5,0.808988764
Fuz,0.808849558
Rsad1,0.808841843
Stum,0.808832074
Gpr180,0.808819906
Trim41,0.808696546
4930539E08Rik,0.808659218
Card19,0.80861244
Slc9a5,0.808547009
Sh3d21,0.808450704
Tcf7,0.808416895
Gm12940,0.808378266
Glt8d1,0.808229243
9330159M07Rik,0.808219178
Plcg1,0.80809695
Enho,0.808080808
A730046J19Rik,0.808056872
Acod1,0.808
Ccrl2,0.807995649
Fam78b,0.807857205
Msh5,0.80781759
Gm8817,0.807792208
Insl6,0.807682189
Gcnt1,0.807556675
Gm15601,0.807272727
Rims3,0.80720339
Pask,0.807123656
Tmem170,0.807106599
Olfr934,0.807017544
Igf2bp2,0.806896552
Gm2822,0.806873977
Pgap3,0.806825499
Vmn2r67,0.806818182
Nek10,0.806779661
Olfr1414,0.806629834
Gstm2,0.806451613
Plscr1,0.806336684
Gm7357,0.80625
Rhof,0.806220472
B020004C17Rik,0.80620155
Vmn2r68,0.80620155
Diras2,0.806094183
5430405H02Rik,0.806041335
Zfand2a,0.806021718
Atg2a,0.806013546
Gnat2,0.805970149
Cnn1,0.805921053
Cpsf4l,0.805714286
Tbc1d10a,0.805597964
Olfr1217,0.805555556
Fos,0.805510722
Tbrg4,0.805474907
Itpkc,0.805413888
Tns4,0.805343511
Nudt18,0.805327359
Uck1,0.805282797
Ahi1,0.805263158
Llgl2,0.805230316
Tyw5,0.805227131
Vmn2r114,0.805194805
Gm21988,0.805135952
Jag2,0.805104408
Alx1,0.805031447
Cfap77,0.805022157
Dph2,0.805011933
Rwdd2b,0.804998107
0610040J01Rik,0.804878049
Npdc1,0.804878049
Ankrd55,0.804878049
Ppp1r3a,0.804794521
Klra6,0.804513811
2810039B14Rik,0.804373522
Gm19590,0.804347826
A330069E16Rik,0.804270463
Rras2,0.804254449
Usp50,0.804123711
Gm13212,0.804075235
Rbm4b,0.804045512
Atg9b,0.803921569
Tysnd1,0.803902674
Jun,0.803869261
Icam1,0.803790096
Gm10720,0.803749044
C1qb,0.803507373
Eci2,0.803459418
Ap1s1,0.803427173
Katnal2,0.803191489
Klra7,0.803168081
Olfr1500,0.803149606
Gpt,0.803135889
Plekhb1,0.803082192
Slc19a2,0.803048416
Tex13,0.803030303
Fndc1,0.803007519
Pdzrn4,0.802955665
Stard10,0.802802902
2010111I01Rik,0.802796654
Pidd1,0.802784223
Dip2a,0.802709069
Gcnt3,0.802690583
9930111J21Rik1,0.802325581
Gapdh,0.802015755
Pp2d1,0.801988401
Rab11fip3,0.80195003
Kcnq2,0.801896733
Col11a2,0.801878354
Rtn4rl2,0.801801802
Trmt13,0.801664857
Pisd,0.801632387
Nlrx1,0.801548887
5730480H06Rik,0.801535088
Slc35e4,0.801496376
Gm13423,0.801463861
Ccdc30,0.801369863
Neil1,0.801337793
Amacr,0.801276935
Nphp4,0.80126183
C1qa,0.801186944
Abcg2,0.801081779
Siah2,0.801027202
Capn10,0.801003344
Pop7,0.801003344
9430097D07Rik,0.800884956
Naa20,0.800841515
Slit1,0.800796813
Vps25,0.800775838
Mertk,0.800757576
Vsx1,0.80075188
Gm17203,0.800724638
Gm29811,0.800724638
Negr1,0.800653595
Xndc1,0.800568451
Kbtbd7,0.800479413
Slc17a9,0.800330033
Haus3,0.800175145
Cspg5,0.800132802
Dhfr,0.800060405
Dnah1,0.8
Olfr809,0.8
Tfap2a,0.8
Vmn1r215,0.8
Olfr139,0.8
C87977,0.8
Vmn2r91,0.8
Ifit1bl1,0.799960112
Sytl1,0.79947403
Fam13a,0.79943101
Commd2,0.799228583
Olfr45,0.799086758
Agk,0.799067599
Gm44810,0.798941799
Olfr130,0.798672566
Catsperg1,0.798657718
Gpr63,0.798611111
Jup,0.798587247
Htra3,0.798580302
Nkain3,0.798479087
Maff,0.798412698
Gramd1c,0.798162231
Pde8a,0.797999318
Rpp40,0.797979798
Alg1,0.797944664
Lilrb4a,0.797938144
Acp6,0.797894341
Dexi,0.797852647
Tex15,0.79778831
BC051628,0.797687861
Fam212a,0.797530864
Hfe,0.797515528
Efnb3,0.797402597
Olfr420,0.797297297
Scg5,0.797297297
Asb2,0.797265441
Mmp23,0.797202797
Olfr480,0.797169811
Gm44172,0.797101449
Erbb3,0.797058824
Gria3,0.796917997
Krtap26-1,0.796875
Prss8,0.796791444
Olfr52,0.796610169
Zdhhc16,0.796566077
Gatb,0.796419437
Cep85l,0.79630002
Slc44a5,0.796116505
Spata19,0.795918367
Ugt2b35,0.795918367
Vmn2r98,0.795918367
Ccdc116,0.79587156
Trim46,0.795868175
Sharpin,0.795800741
Sema4f,0.795787546
AA986860,0.795774648
Zdhhc7,0.795764892
Gm16283,0.795698925
Cntnap2,0.795652174
Usp44,0.79558011
Syt6,0.795454545
Tgm1,0.795428571
0610037L13Rik,0.79541052
Gm26770,0.795275591
Rhob,0.795222994
Frmd5,0.795145631
Spag16,0.795081967
A430034D21Rik,0.794979079
Mrps24,0.79466715
Matn4,0.794621027
Col25a1,0.794542536
Zfp473,0.794538362
Foxj1,0.794520548
Xlr4b,0.7945
Tm2d2,0.794477791
Gm43434,0.794411178
Prr36,0.794411178
RP24-178J22.4,0.794326241
Jkamp,0.794317915
Rab39b,0.794270833
Rgs5,0.794007491
Sephs2,0.793948434
Spats2l,0.793901157
Trim66,0.79389313
Zfp87,0.793866264
Phkg1,0.793859649
Celsr3,0.79379845
Serpini1,0.793761221
Gm44591,0.79375
Qpctl,0.793571626
Mid1,0.79354953
Stab1,0.79342723
Sox21,0.793333333
Anks6,0.793176972
Fxyd2,0.792857143
Arhgef5,0.792787408
Rgs1,0.792756337
Ska1,0.792694965
Ankrd13d,0.792644757
Gnb2,0.792584666
Cradd,0.792533081
Gm44787,0.79245283
Nanp,0.792307692
Kcnn1,0.792307692
Olfr535,0.792207792
Trpc2,0.792207792
Olfr802,0.792134831
Trdv2-2,0.792056075
Alg6,0.79200542
Bace2,0.791946309
RP24-275P22.1,0.791845494
Prtn3,0.791751527
Loxl4,0.791666667
Slc1a2,0.791666667
Rnf113a1,0.791600634
Dnah10,0.791599354
Gm156,0.791561713
Ccdc137,0.791510735
Stx1a,0.791505792
Gstp2,0.791489362
Col3a1,0.791469194
Per1,0.791394659
5430403G16Rik,0.791341991
Fam207a,0.791314837
Pls3,0.791294643
Olfr1341,0.791208791
Dqx1,0.791020408
Mir142hg,0.791018998
Gm26805,0.790983607
Olfr876,0.790909091
Trim62,0.79086994
Echdc1,0.790842284
Ucn3,0.790697674
Kdelc2,0.790667808
Adgrd1,0.790432802
Olfr654,0.790419162
Heph,0.79020979
Tmem234,0.790043563
Apol8,0.7899729
Stk32a,0.789855072
Tesc,0.789667897
Impg2,0.789641072
Fsd1l,0.789622642
Trim72,0.789473684
Vmn2r65,0.789473684
Fhit,0.789473684
4930481A15Rik,0.789451477
Amica1,0.789310612
Gnal,0.789201757
2510009E07Rik,0.789045785
Ccl28,0.788944724
Ankrd35,0.788778878
Ifng,0.78863318
Pcgf1,0.78858351
Gm17315,0.788511749
Kif5c,0.788488535
Ston2,0.788485607
Platr4,0.788461538
Tbkbp1,0.788423512
Gm11924,0.788359788
Mrgprx2,0.788194444
Gm20594,0.788154897
Tnfsf13b,0.788135593
Copz2,0.788
Tmem192,0.787982063
Olfr1229,0.787878788
Olfr765,0.787878788
Sdr9c7,0.787878788
Mmrn1,0.787719298
Mest,0.787650602
Ssbp2,0.787641662
Stra6l,0.787401575
Vmn2r118,0.787401575
Arhgef25,0.787391842
Igf1os,0.787356322
Ttn,0.787176516
Mb21d1,0.787105693
Kdelc1,0.787032419
Gyg,0.786993097
Bcl2a1a,0.78699187
Acot2,0.786982249
Golt1b,0.786754098
Mettl26,0.786754003
Dpm2,0.786577666
Lrrc75b,0.786384977
Cep76,0.786202853
Ephx1,0.786176032
RP23-451G9.2,0.786163522
Zic5,0.78600823
Olfr959,0.785932722
Rem2,0.785882353
Tmem240,0.785767235
Olfr1122,0.785714286
Gm9271,0.785714286
Olfr1289,0.785714286
Plin5,0.785714286
Slc3a1,0.785634119
Tmem191c,0.785604311
Cmtm4,0.785401083
Olfr1438-ps1,0.785326087
Erg,0.785276074
Mamld1,0.785249458
Zfp663,0.785123967
Tmsb15a,0.785087719
Gde1,0.784960422
Abca12,0.784810127
Bmp2,0.784753363
Zfp420,0.784609121
Faap20,0.784576697
Chit1,0.784552846
Slc10a6,0.784431138
Lix1,0.784386617
Gpd1,0.784313725
Tas2r115,0.784090909
Ghrl,0.784021071
G0s2,0.784
Serpina3b,0.783783784
Tcta,0.783614989
Dynlt1f,0.78357438
Gpnmb,0.78340081
1700010B13Rik,0.783333333
Rgag4,0.78313253
Hcar2,0.783088235
Klrb1b,0.783049682
Nle1,0.782874618
Spns1,0.782774511
Lingo2,0.782608696
Rpl6l,0.782608696
B3gat2,0.78238342
Comp,0.782142857
Wdsub1,0.782110092
Nanos1,0.781905594
Tmem254c,0.781675018
Lss,0.781643671
Vmn2r-ps69,0.781609195
Nfatc2ip,0.781529295
Vmn1r32,0.781512605
Tac4,0.781431335
Dsel,0.781413613
Sall2,0.781398104
Rbp1,0.78125
Zfp109,0.781123596
Gmnc,0.781065089
C030034L19Rik,0.780858676
Wdr19,0.780821918
Clec10a,0.780821918
Slc26a8,0.780769231
Alkbh2,0.780767534
Dpm3,0.780297398
Sh2d1b2,0.780246914
Dpysl3,0.78021978
Gm4981,0.78021978
Spink5,0.78021978
Yif1a,0.780081577
Kifc2,0.780022035
4930430E12Rik,0.78
Vmn2r-ps127,0.78
Trpm4,0.779928204
Lmcd1,0.779874214
Evi2b,0.779829545
Kcnv2,0.779816514
Zfp800,0.779678325
Olfr702,0.779661017
Susd3,0.779642058
Rmi2,0.779610195
Rgs7bp,0.779448622
Ly6f,0.779411765
RP23-373D18.1,0.779411765
Rmdn2,0.779357557
Slc9a2,0.779329609
Gm44812,0.779310345
Gsg2,0.779220779
Zfp13,0.779220779
Pitpnm2,0.779180258
Galr2,0.779116466
Rgs11,0.779036827
Agpat2,0.779012346
Gm14698,0.778865496
Hic1,0.778849722
Npas1,0.778846154
Tmem199,0.778785131
C530050E15Rik,0.778656126
Gbp9,0.778614746
Slc38a9,0.778613702
Galt,0.778528529
Hagh,0.778474744
Myocd,0.778350515
4833418N02Rik,0.778174037
AA415398,0.778128286
Slc7a5,0.778115502
1700003E16Rik,0.777777778
Fam149a,0.777777778
Gpr152,0.777464789
Adamts7,0.777432712
Dtx3,0.777366179
Fsd2,0.777365492
Rxfp1,0.777365492
Adgrf3,0.777316736
Cd34,0.777297297
Xxylt1,0.777239709
Ctif,0.777179763
Rce1,0.776978417
Gm12324,0.776595745
C530005A16Rik,0.776579353
Nicn1,0.776523702
Dock6,0.776512456
Srrd,0.776497696
Dclk2,0.776472563
Neurod4,0.776315789
Thnsl2,0.776119403
Terb1,0.776119403
Kcnk7,0.775994417
Npy4r,0.775956284
Nat6,0.775862069
Gnao1,0.775813296
Frrs1l,0.775675676
Olfr107,0.775280899
Tctn3,0.775275515
Olfr982,0.7752443
Oprk1,0.775216138
Gm5535,0.775193798
Vmn1r21,0.775193798
Gm10602,0.775112444
Ccl3,0.775078499
Dnajc4,0.775029104
Syt9,0.774691358
RP23-136G17.1,0.774647887
Rgs9,0.774603175
Olfr822,0.774509804
Serpine2,0.774336283
Tagln,0.774091627
Plk2,0.773943662
Syt2,0.773861968
Abra,0.773784355
Kcnh2,0.773722628
Alyref2,0.773668137
N4bp3,0.773565747
Gm26753,0.773504274
Rarres1,0.7734375
Cxadr,0.773426061
Isg15,0.773420479
Olfr481,0.773333333
Acvr1b,0.773310811
Shmt1,0.773072061
Dscr3,0.773064941
Dram1,0.772760379
Srd5a1,0.772727273
Cdon,0.772705197
Msrb3,0.772486772
Dio2,0.772477064
Cby1,0.77244898
Ahsa2,0.772389424
Zfp36,0.772381941
Olfr670,0.772277228
Mad2l1bp,0.772177879
Gm13437,0.772151899
Spz1,0.772058824
Gm53,0.772020725
Map2k3os,0.771929825
Zfp36l2,0.771876158
Stk36,0.771812081
C130046K22Rik,0.771653543
Cx3cr1,0.771555187
Cenpu,0.771530249
Prr13,0.771451122
Afap1,0.771289538
Pmm1,0.771084337
Pld2,0.770929163
Tmem56,0.770886076
Ube2dnl2,0.770833333
Mettl15,0.770819454
Kiss1r,0.770700637
Vmn2r13,0.770676692
Bag3,0.770469647
Ros1,0.77037037
Olfm1,0.770307239
Teddm2,0.77027027
Klk8,0.770104068
Prkra,0.770062234
Olfr509,0.769953052
Klrg2,0.7696567
2900041M22Rik,0.76953125
Orc1,0.76953125
Stac2,0.769516729
Tcf19,0.769486692
Guca1b,0.769480519
Olfr284,0.769230769
Vmn2r100,0.769230769
Pkd2,0.769223835
E230016K23Rik,0.769072165
Gm4924,0.768906297
Slc6a1,0.768707483
Olfr1336,0.768707483
D230025D16Rik,0.768672367
Nrk,0.768637532
Gm43653,0.768518519
Cyp11a1,0.768447837
Wnt7a,0.768211921
Casc1,0.768207283
Tmem60,0.768195204
Tuba1c,0.76815534
Dgat2l6,0.768115942
5031425E22Rik,0.768050542
Gm35191,0.768
Zfp955a,0.767988253
Tssk2,0.767981439
Bcl2l11,0.767859522
Vmn1r61,0.767857143
Tuba3b,0.767857143
Pcsk5,0.767772512
Trim68,0.767714792
Vmn2r111,0.767676768
Gprc5b,0.767634855
Olfr796,0.767605634
Gli3,0.767527675
Cd5l,0.767509728
Apol7b,0.767477204
Olfr1254,0.767346939
Gm17066,0.767263427
Tyk2,0.767137683
Gm21738,0.767098353
Qpct,0.767045455
Tef,0.766910878
Mrpl34,0.766803279
Chpf,0.766770428
Myd88,0.766596918
Tgif2,0.766519824
Wls,0.766404199
Spata1,0.766271241
Gm45385,0.766129032
Cep72,0.766129032
Zfp90,0.766062603
Hpcal4,0.766037736
Trim34b,0.765920826
Zmat4,0.765765766
4732465J04Rik,0.765714286
4930570G19Rik,0.765432099
Fam81a,0.765405405
Pappa,0.765350877
Pddc1,0.765273312
Krt26,0.765258216
0610010K14Rik,0.765109034
Olfr33,0.765060241
Slitrk5,0.764925373
4632404H12Rik,0.764879488
Rasl10b,0.764705882
Nlrp10,0.764578834
4930578C19Rik,0.764505119
Ctrl,0.764478764
Sdr39u1,0.76445276
Fam81b,0.764423077
Tssk1,0.76440678
Ranbp17,0.764317181
Ndfip2,0.764266507
Gm26777,0.764127764
Cyp4x1os,0.763888889
Adora1,0.763819095
Dsp,0.763567721
Plscr3,0.76348808
Palm3,0.763386881
Pde8b,0.763383298
Mypopos,0.763269639
Fam184b,0.7632
Fcrl6,0.763183126
Rfc3,0.763150162
4933407K13Rik,0.763091641
Hax1,0.76300905
Extl2,0.762939002
Calb1,0.762773723
Rab20,0.762755102
Vcpkmt,0.762746431
Gm13031,0.762711864
Plagl1,0.762645914
Tas2r137,0.762626263
Tspan3,0.762601626
Morc4,0.7625
Etv4,0.762295082
Ccl25,0.762276786
Cd46,0.762269405
Malsu1,0.762133129
Zcchc18,0.762103797
Srxn1,0.76200595
2210406O10Rik,0.761904762
Sgol2b,0.761904762
Prrg2,0.76183844
Slc6a8,0.761655012
Olfr1222,0.761589404
Grtp1,0.761524823
Sqrdl,0.761335532
Phf11a,0.761066159
Hsf2bp,0.760869565
Kif27,0.760869565
F730016J06Rik,0.760791367
Abcd4,0.760777171
Ptrh1,0.760752688
Oaz2,0.760739857
Gm9881,0.76056338
Klra5,0.760316875
Uncx,0.76
H2-T3,0.76
Pigq,0.759898576
Ecsit,0.759743237
Ppp1r3e,0.759679573
Lamc1,0.75966876
Trpc1,0.759287926
Olfr348,0.759124088
Vmn2r120,0.758928571
Slc25a43,0.758730159
Tek,0.758691207
Rad51ap2,0.75862069
Slc4a9,0.75862069
Pim1,0.758430072
Sik1,0.758426966
Ormdl2,0.758241758
Dohh,0.758201467
Ank3,0.758196721
Gli2,0.758152174
Eid2b,0.758148323
Tom1l2,0.757846602
Mkln1os,0.757793765
Nfkbil1,0.757763975
Agpat4,0.757713885
Clic5,0.757700205
Opn1sw,0.757668712
Plcxd2,0.757631258
Sfrp5,0.757575758
Prokr2,0.75751073
Kalrn,0.75751073
Tmem5,0.757299578
Snx16,0.75726257
Bbs10,0.756929638
Sp8,0.756756757
Asb11,0.756756757
Srsf2,0.756343957
Spag4,0.75621118
Map1b,0.756189047
Gm38335,0.756097561
Tmprss11e,0.755868545
1700006J14Rik,0.755813953
Irs2,0.755799087
Fbxl14,0.755760369
Lepr,0.75562701
1700029P11Rik,0.755555556
Gm5113,0.755424063
Gm38404,0.755319149
Socs3,0.755276669
Fam109b,0.755172414
Cd200r1,0.755117513
B930094E09Rik,0.755102041
Tgfb3,0.755070203
Gm12784,0.755
Agrn,0.754973982
Plek2,0.75483871
Vmn1r45,0.754601227
Gm26740,0.7544957
Il5ra,0.754455446
Vmn1r49,0.754385965
A830019L24Rik,0.754310345
Alkbh4,0.75427712
Pax9,0.754237288
Tmem63b,0.754212091
A730071L15Rik,0.754098361
9930022D16Rik,0.753968254
Tcf24,0.753943218
Bivm,0.753888381
Gm28836,0.753846154
Gm20621,0.753501401
Olfr1369-ps1,0.753246753
Ddx43,0.753223253
Coq3,0.753153911
Olfr1181,0.753148615
Prss39,0.75308642
Spire2,0.753036437
Spsb1,0.752913753
Gpc3,0.752688172
Nr1d1,0.752595156
Loxhd1,0.75257732
Txndc2,0.752475248
Supt3,0.752407705
4930517O19Rik,0.752380952
Rnf139,0.752323674
Olfr1224-ps1,0.752186589
Epas1,0.752175715
Grpr,0.752173913
Olfr699,0.75210084
Tmem8b,0.752021563
Sdc2,0.752
Gm44905,0.752
Otud3,0.751897723
Zfp503,0.751824818
Epha2,0.75177305
Gstp1,0.751642297
Ubtd2,0.751605996
Farp2,0.751551661
2610020C07Rik,0.751371115
BC034090,0.751361162
Mpst,0.75129948
Prkch,0.751180231
Tjp1,0.751135847
B230303O12Rik,0.75085491
Prg3,0.750769231
Urb2,0.750683683
Gm9725,0.750593824
Csad,0.750159744
Tmeff2,0.75
1700041G16Rik,0.75
Gm10439,0.75
9230020A06Rik,0.75
Trpd52l3,0.75
Gm10874,0.749883775
Mamdc4,0.74975272
Fosb,0.749648652
Tm7sf2,0.749585406
Josd2,0.749499363
Morn1,0.749498998
Trbc1,0.749423572
Cacna2d4,0.749019608
Rad54b,0.748971193
Gm14098,0.748898678
Cacna1i,0.748888889
Rnf152,0.748878924
Nwd2,0.748623853
Gm43740,0.748603352
2900052N01Rik,0.748538012
Erich3,0.748308525
Slc28a3,0.747989276
Eml6,0.747806181
Gm16565,0.747774481
Abhd1,0.747747748
Sdsl,0.747697974
Npnt,0.747596154
Tmem141,0.74742268
Ptchd3,0.747368421
